param1,param2,class
-3.214754086145995,7.520148105001996,9
3.7385926245551535,2.0747616153924806,5
6.1406017273478675,-7.1332381920904595,1
3.356853434574326,1.6677039315044269,5
0.4321146326990846,3.9879610106238514,0
0.5330058167487266,3.700992761609035,0
-2.0833219779340553,-2.172853158128232,3
5.685901218435231,-2.506007133494602,8
-1.7043254915043158,-8.250129516793455,4
-0.9200669325220368,-2.6489009785496282,3
-7.985207343329535,-9.78152687978634,6
5.640433741275353,-6.988523405425878,2
5.087625697033227,-2.7669989330732125,8
4.649317704479821,4.131442766243714,5
-2.0291909174279397,-3.459463328162477,3
5.443049112577239,-7.9706500297163,2
7.905999674657093,-6.911161663331985,1
-1.3268701441270334,-7.173060394282447,4
0.40600320162459447,-8.125431889855584,4
-1.4135587156798928,7.18891377481865,9
-2.20251273392386,-3.505975552108076,3
-7.0045625464075325,3.277069660662303,7
6.089670529968156,-6.7490598609147705,2
3.854545837245829,3.2079383131855357,5
5.252983068365813,1.0090057383736943,5
4.76517037003469,-4.3036519708295655,8
-8.107397892064283,3.278136877574008,7
0.725965457857364,-7.5047492311210275,4
-1.8987781556086407,-3.1838202723208555,3
-3.358013717134,-3.7118099966465454,3
-1.2974788827206416,-8.571383089697163,4
3.8970953512332276,0.9172732388674807,5
3.709381061420222,1.8138162045694197,5
6.498847481014077,-7.388793146965698,2
-5.38003385265973,8.930807598136239,9
6.346673685721536,-8.183385007322237,1
-6.543737186431423,-8.336388688662947,6
-8.203976665809002,-10.491416858909318,6
-6.966814311138209,3.641673693681963,7
4.9953753680687925,-6.878540336388024,1
3.0378090838149863,-5.027008568829121,8
-2.4867059541601875,7.6888545551650935,9
-7.214243724352686,2.6465299794612176,7
3.784113271139011,-2.53096349390566,8
2.72890127198367,1.7091445651755555,5
8.324348701682318,-7.640648136885048,1
4.532065980808207,-1.4300867379043392,8
-5.254042609123836,4.1999534859783525,7
4.340020490993784,0.8444943603421408,5
-2.5745320211848313,-2.9258136003933535,3
-6.234943347037332,2.5665642407141704,7
-6.8142285232154425,-8.547353635199753,6
0.1994624979233981,-7.338829931577738,4
-7.95429912530509,3.23776974304856,7
-3.255869882224513,7.732274250648763,9
7.173907592736981,-8.597552104202121,2
-0.8452601556755054,-6.786870407214665,4
-6.8830718753498,-9.794892718881396,6
4.972237093556845,-7.021474835297201,2
-0.3846773769825651,-2.6468733623869407,3
-1.0829263121644983,-1.5542728915876938,3
0.14197136344924233,5.82719196079079,0
8.529200424610737,-6.192536932879073,2
-9.269160447089664,4.774597549557845,7
6.593909381899451,-7.08482168138471,1
-6.644626963095368,-10.702850605231202,6
-7.824505126178399,4.026673779439167,7
1.359519146640158,1.9981717841077713,0
-2.6458679039250566,-2.3098587484185,3
-5.455555421723267,3.6498659365356447,7
-0.3664252473276722,-7.133111140653145,4
-8.383317430710049,1.947526152641089,7
6.8690919658961915,-5.608696262236643,1
5.682208609801614,-3.3667237874789993,8
0.5080797820782631,3.7608192320391423,0
-0.035326322609783745,4.800048239670114,0
4.2052031620752945,-7.44859917606836,1
4.520407947754182,-3.947539901575217,8
4.652676706245817,-5.953258088164953,1
5.201701538452967,-4.383861917503783,8
-1.8682288901881492,8.147051490728119,9
-2.5025991302623134,7.848191109365047,9
1.4249123471433744,5.395420405290735,0
-7.69239049824451,-9.772124995096439,6
4.875242728121827,-5.064659910752434,8
-6.441248007320846,-9.822880195445794,6
-6.69895282660693,-11.885472403224334,6
-2.735325317695306,7.285405772371936,9
4.0871963175599255,-6.043839898555315,1
-0.192748177090032,-6.093270351355688,4
-6.924200757046589,-9.411572729003563,6
-2.417204691766221,-2.5975269366403535,3
-2.4821660213282937,7.5376386269375715,9
-0.21733827609044154,3.9929165171352254,0
-6.598765762533879,-8.68200383630209,6
7.860245168400314,-6.033392961494588,2
2.8115929048419224,5.224908753360996,0
3.581102000334708,0.5243478227168972,5
7.477742479150984,-7.081652796804738,1
-6.944962797692588,2.9566946439766366,7
0.9048741590119055,4.226408988159305,0
-1.0788517589545856,-1.6056753014653646,3
2.454732262915652,5.74823784851945,0
-8.749700850580407,4.105258614246404,7
0.6013445353627878,-8.329357445522428,4
6.885751548306046,-7.525963251165388,2
-1.3653801597626243,7.910691833419209,9
-1.3995125341237422,-7.29602230856614,4
-6.359829392700367,-9.764802769280985,6
-0.5540240966847367,-3.1937176556074305,3
-7.462471643613458,4.037915668498169,7
-3.4908517423020333,8.106426939382594,9
